Unique Postal Districts,Customer Numbers,Number of PVs,Number of Heat Pumps,Number of Energy Storage,Number of EV Chargers,Total Number of LCTs,% Of Connections with LCT,% of Connections with PV,PV Band,% of Connections with Heatpumps,Heatpump Band,% of Connections with Energy Storage,Energy Storage Band,% of Connections with EV Chargers,EV Band
S64 9,3418,125,86,0,26,237,6.93,3.66,0%-25%,2.52,25%-50%,0,0%-25%,0.76,0%-25%
S31 8,111,2,1,0,0,3,2.7,1.8,0%-25%,0.9,0%-25%,0,0%-25%,0,0%-25%
S26 0,27,0,0,0,0,0,0,0,0%-25%,0,0%-25%,0,0%-25%,0,0%-25%
LN9 6,7,0,0,0,0,0,0,0,0%-25%,0,0%-25%,0,0%-25%,0,0%-25%
S36 5,41,0,1,0,1,2,4.88,0,0%-25%,2.44,25%-50%,0,0%-25%,2.44,0%-25%
TS2,6,0,0,0,0,0,0,0,0%-25%,0,0%-25%,0,0%-25%,0,0%-25%
N/A,254,,0,0,0,,,,#N/A,0,0%-25%,0,0%-25%,0,0%-25%
NE30 4,2635,26,82,0,34,142,5.39,0.99,0%-25%,3.11,50%-75%,0,0%-25%,1.29,0%-25%
DH4 5,3135,319,37,2,46,404,12.89,10.18,50%-75%,1.18,0%-25%,0.06,25%-50%,1.47,0%-25%
NE15 9,3174,72,8,0,44,124,3.91,2.27,0%-25%,0.25,0%-25%,0,0%-25%,1.39,0%-25%
SR8 3,3527,88,15,0,28,131,3.71,2.5,0%-25%,0.43,0%-25%,0,0%-25%,0.79,0%-25%
NE10 0,4470,51,9,0,29,89,1.99,1.14,0%-25%,0.2,0%-25%,0,0%-25%,0.65,0%-25%
DL8 3,2053,93,19,0,19,131,6.38,4.53,25%-50%,0.93,0%-25%,0,0%-25%,0.93,0%-25%
YO7 2,1461,90,0,0,20,110,7.53,6.16,25%-50%,0,0%-25%,0,0%-25%,1.37,0%-25%
SR3 3,4808,164,51,0,43,258,5.37,3.41,0%-25%,1.06,0%-25%,0,0%-25%,0.89,0%-25%
YO11 3,5965,253,5,1,55,314,5.26,4.24,0%-25%,0.08,0%-25%,0.02,0%-25%,0.92,0%-25%
TS1 3,2722,20,30,0,14,64,2.35,0.73,0%-25%,1.1,0%-25%,0,0%-25%,0.51,0%-25%
YO23 3,2631,197,56,1,62,316,12.01,7.49,25%-50%,2.13,25%-50%,0.04,0%-25%,2.36,0%-25%
YO17 9,4034,227,7,1,98,333,8.25,5.63,25%-50%,0.17,0%-25%,0.02,0%-25%,2.43,0%-25%
TS5 5,3066,70,103,0,25,198,6.46,2.28,0%-25%,3.36,50%-75%,0,0%-25%,0.82,0%-25%
NE65 9,2825,192,1,0,68,261,9.24,6.8,25%-50%,0.04,0%-25%,0,0%-25%,2.41,0%-25%
YO24 4,3594,124,31,0,51,206,5.73,3.45,0%-25%,0.86,0%-25%,0,0%-25%,1.42,0%-25%
SR7 9,3715,91,25,0,49,165,4.44,2.45,0%-25%,0.67,0%-25%,0,0%-25%,1.32,0%-25%
NE2 2,2529,30,69,0,41,140,5.54,1.19,0%-25%,2.73,50%-75%,0,0%-25%,1.62,0%-25%
DL7 0,1508,152,5,0,21,178,11.8,10.08,50%-75%,0.33,0%-25%,0,0%-25%,1.39,0%-25%
YO21 2,1652,157,12,0,11,180,10.9,9.5,50%-75%,0.73,0%-25%,0,0%-25%,0.67,0%-25%
NE43 7,2200,143,2,0,98,243,11.05,6.5,25%-50%,0.09,0%-25%,0,0%-25%,4.45,25%-50%
YO18 8,2988,213,90,1,49,353,11.81,7.13,25%-50%,3.01,50%-75%,0.03,0%-25%,1.64,0%-25%
HG1 4,6521,96,94,0,108,298,4.57,1.47,0%-25%,1.44,25%-50%,0,0%-25%,1.66,0%-25%
TS20 2,5147,99,164,0,37,300,5.83,1.92,0%-25%,3.19,50%-75%,0,0%-25%,0.72,0%-25%
NE2 1,4683,45,124,0,69,238,5.08,0.96,0%-25%,2.65,50%-75%,0,0%-25%,1.47,0%-25%
NE9 6,7684,136,152,0,80,368,4.79,1.77,0%-25%,1.98,25%-50%,0,0%-25%,1.04,0%-25%
DL1 2,5779,280,46,2,130,458,7.93,4.85,25%-50%,0.8,0%-25%,0.03,0%-25%,2.25,0%-25%
DH8 5,3329,96,20,0,40,156,4.69,2.88,0%-25%,0.6,0%-25%,0,0%-25%,1.2,0%-25%
YO1 9,1887,7,55,0,36,98,5.19,0.37,0%-25%,2.91,50%-75%,0,0%-25%,1.91,0%-25%
TS2 1,1097,10,3,0,29,42,3.83,0.91,0%-25%,0.27,0%-25%,0,0%-25%,2.64,25%-50%
NE6 1,2299,15,4,0,16,35,1.52,0.65,0%-25%,0.17,0%-25%,0,0%-25%,0.7,0%-25%
HG4 3,2025,143,46,0,30,219,10.81,7.06,25%-50%,2.27,25%-50%,0,0%-25%,1.48,0%-25%
NE63 9,6416,226,151,1,66,444,6.92,3.52,0%-25%,2.35,25%-50%,0.02,0%-25%,1.03,0%-25%
NE5 2,7066,262,113,1,61,437,6.18,3.71,0%-25%,1.6,25%-50%,0.01,0%-25%,0.86,0%-25%
NE47 7,551,47,1,0,13,61,11.07,8.53,25%-50%,0.18,0%-25%,0,0%-25%,2.36,0%-25%
NE15 0,948,61,1,0,10,72,7.59,6.43,25%-50%,0.11,0%-25%,0,0%-25%,1.05,0%-25%
HG5 0,4478,169,1,0,143,313,6.99,3.77,0%-25%,0.02,0%-25%,0,0%-25%,3.19,25%-50%
NE47 5,484,48,1,0,11,60,12.4,9.92,50%-75%,0.21,0%-25%,0,0%-25%,2.27,0%-25%
NE48 3,638,52,6,0,12,70,10.97,8.15,25%-50%,0.94,0%-25%,0,0%-25%,1.88,0%-25%
CA8 7,625,7,5,0,5,17,2.72,1.12,0%-25%,0.8,0%-25%,0,0%-25%,0.8,0%-25%
7,"55.03""",,,,,,,,,,,,,,
YO12 5,5080,165,5,0,33,203,4,3.25,0%-25%,0.1,0%-25%,0,0%-25%,0.65,0%-25%
HG3 1,2601,158,9,1,513,681,26.18,6.07,25%-50%,0.35,0%-25%,0.04,0%-25%,19.72,75%-100%
NE66 1,3990,134,5,0,85,224,5.61,3.36,0%-25%,0.13,0%-25%,0,0%-25%,2.13,0%-25%
DL17 8,4673,121,163,0,48,332,7.1,2.59,0%-25%,3.49,50%-75%,0,0%-25%,1.03,0%-25%
NE65 7,2333,96,1,0,50,147,6.3,4.11,0%-25%,0.04,0%-25%,0,0%-25%,2.14,0%-25%
NE38 9,2336,196,2,1,44,243,10.4,8.39,25%-50%,0.09,0%-25%,0.04,0%-25%,1.88,0%-25%
NE65 0,4300,242,6,1,105,354,8.23,5.63,25%-50%,0.14,0%-25%,0.02,0%-25%,2.44,0%-25%
YO17 6,1576,138,0,0,27,165,10.47,8.76,50%-75%,0,0%-25%,0,0%-25%,1.71,0%-25%
NE16 5,5198,125,5,0,75,205,3.94,2.4,0%-25%,0.1,0%-25%,0,0%-25%,1.44,0%-25%
NE8 1,3212,33,86,0,34,153,4.76,1.03,0%-25%,2.68,50%-75%,0,0%-25%,1.06,0%-25%
DH9 8,3577,111,36,0,33,180,5.03,3.1,0%-25%,1.01,0%-25%,0,0%-25%,0.92,0%-25%
NE23 7,5240,268,26,1,83,378,7.21,5.11,25%-50%,0.5,0%-25%,0.02,0%-25%,1.58,0%-25%
DL2 2,3786,156,74,0,113,343,9.06,4.12,0%-25%,1.95,25%-50%,0,0%-25%,2.98,25%-50%
NE3 4,5820,113,124,0,112,349,6,1.94,0%-25%,2.13,25%-50%,0,0%-25%,1.92,0%-25%
SR4 6,2755,88,43,0,18,149,5.41,3.19,0%-25%,1.56,25%-50%,0,0%-25%,0.65,0%-25%
NE29 8,3911,304,28,2,54,388,9.92,7.77,25%-50%,0.72,0%-25%,0.05,0%-25%,1.38,0%-25%
DH8 6,3549,117,39,0,46,202,5.69,3.3,0%-25%,1.1,0%-25%,0,0%-25%,1.3,0%-25%
NE9 5,4711,55,82,0,49,186,3.95,1.17,0%-25%,1.74,25%-50%,0,0%-25%,1.04,0%-25%
DL6 1,3841,246,31,1,83,361,9.4,6.4,25%-50%,0.81,0%-25%,0.03,0%-25%,2.16,0%-25%
NE34 0,5273,110,10,0,74,194,3.68,2.09,0%-25%,0.19,0%-25%,0,0%-25%,1.4,0%-25%
NE49 0,1210,30,2,0,14,46,3.8,2.48,0%-25%,0.17,0%-25%,0,0%-25%,1.16,0%-25%
NE63 0,3692,280,9,2,38,329,8.91,7.58,25%-50%,0.24,0%-25%,0.05,0%-25%,1.03,0%-25%
TS17 0,6409,340,15,2,102,459,7.16,5.31,25%-50%,0.23,0%-25%,0.03,0%-25%,1.59,0%-25%
DH2 2,4910,120,72,0,83,275,5.6,2.44,0%-25%,1.47,25%-50%,0,0%-25%,1.69,0%-25%
NE34 9,5270,287,74,2,72,435,8.25,5.45,25%-50%,1.4,25%-50%,0.04,0%-25%,1.37,0%-25%
NE4 5,2817,33,24,0,27,84,2.98,1.17,0%-25%,0.85,0%-25%,0,0%-25%,0.96,0%-25%
NE16 3,1447,21,2,0,20,43,2.97,1.45,0%-25%,0.14,0%-25%,0,0%-25%,1.38,0%-25%
NE21 5,2880,32,6,0,36,74,2.57,1.11,0%-25%,0.21,0%-25%,0,0%-25%,1.25,0%-25%
NE21 6,2813,71,5,0,41,117,4.16,2.52,0%-25%,0.18,0%-25%,0,0%-25%,1.46,0%-25%
DL5 4,4853,251,62,1,83,397,8.18,5.17,25%-50%,1.28,0%-25%,0.02,0%-25%,1.71,0%-25%
TS12 3,1804,75,2,0,14,91,5.04,4.16,0%-25%,0.11,0%-25%,0,0%-25%,0.78,0%-25%
YO31 0,2468,72,21,0,37,130,5.27,2.92,0%-25%,0.85,0%-25%,0,0%-25%,1.5,0%-25%
DL12 9,1524,82,12,0,16,110,7.22,5.38,25%-50%,0.79,0%-25%,0,0%-25%,1.05,0%-25%
NE33 1,1316,11,1,0,5,17,1.29,0.84,0%-25%,0.08,0%-25%,0,0%-25%,0.38,0%-25%
NE12 8,5100,199,79,1,79,358,7.02,3.9,0%-25%,1.55,25%-50%,0.02,0%-25%,1.55,0%-25%
NE3 1,4649,76,138,0,84,298,6.41,1.63,0%-25%,2.97,50%-75%,0,0%-25%,1.81,0%-25%
NE16 6,2523,98,5,0,37,140,5.55,3.88,0%-25%,0.2,0%-25%,0,0%-25%,1.47,0%-25%
NE5 1,4096,116,14,0,37,167,4.08,2.83,0%-25%,0.34,0%-25%,0,0%-25%,0.9,0%-25%
NE33 2,2556,37,5,0,17,59,2.31,1.45,0%-25%,0.2,0%-25%,0,0%-25%,0.67,0%-25%
DH6 5,2776,96,35,0,33,164,5.91,3.46,0%-25%,1.26,0%-25%,0,0%-25%,1.19,0%-25%
DL2 1,2796,189,22,1,84,296,10.59,6.76,25%-50%,0.79,0%-25%,0.04,0%-25%,3,25%-50%
TS25 5,4451,111,59,0,37,207,4.65,2.49,0%-25%,1.33,25%-50%,0,0%-25%,0.83,0%-25%
NE38 8,3896,208,5,1,72,286,7.34,5.34,25%-50%,0.13,0%-25%,0.03,0%-25%,1.85,0%-25%
TS14 6,3912,124,73,0,50,247,6.31,3.17,0%-25%,1.87,25%-50%,0,0%-25%,1.28,0%-25%
DL12 8,3853,147,23,0,52,222,5.76,3.82,0%-25%,0.6,0%-25%,0,0%-25%,1.35,0%-25%
NE2 4,1805,11,31,0,26,68,3.77,0.61,0%-25%,1.72,25%-50%,0,0%-25%,1.44,0%-25%
NE22 7,1752,51,3,0,21,75,4.28,2.91,0%-25%,0.17,0%-25%,0,0%-25%,1.2,0%-25%
DL10 6,1412,80,0,0,23,103,7.29,5.67,25%-50%,0,0%-25%,0,0%-25%,1.63,0%-25%
YO17 8,2939,157,9,0,57,223,7.59,5.34,25%-50%,0.31,0%-25%,0,0%-25%,1.94,0%-25%
NE29 9,2430,75,4,0,35,114,4.69,3.09,0%-25%,0.16,0%-25%,0,0%-25%,1.44,0%-25%
DH9 0,2316,53,15,0,19,87,3.76,2.29,0%-25%,0.65,0%-25%,0,0%-25%,0.82,0%-25%
YO32 9,4008,190,16,0,107,313,7.81,4.74,25%-50%,0.4,0%-25%,0,0%-25%,2.67,25%-50%
TS6 6,1910,22,9,0,14,45,2.36,1.15,0%-25%,0.47,0%-25%,0,0%-25%,0.73,0%-25%
NE4 8,2616,110,22,1,26,159,6.08,4.2,0%-25%,0.84,0%-25%,0.04,0%-25%,0.99,0%-25%
TS4 3,3947,88,12,0,24,124,3.14,2.23,0%-25%,0.3,0%-25%,0,0%-25%,0.61,0%-25%
TS23 1,2660,148,41,1,25,215,8.08,5.56,25%-50%,1.54,25%-50%,0.04,0%-25%,0.94,0%-25%
NE68 7,1565,91,24,0,13,128,8.18,5.81,25%-50%,1.53,25%-50%,0,0%-25%,0.83,0%-25%
NE13 6,2901,84,7,0,101,192,6.62,2.9,0%-25%,0.24,0%-25%,0,0%-25%,3.48,25%-50%
NE20 9,4770,176,5,0,248,429,8.99,3.69,0%-25%,0.1,0%-25%,0,0%-25%,5.2,50%-75%
NE26 1,2281,42,3,0,43,88,3.86,1.84,0%-25%,0.13,0%-25%,0,0%-25%,1.89,0%-25%
DH8 8,3415,125,79,1,49,254,7.44,3.66,0%-25%,2.31,25%-50%,0.03,0%-25%,1.43,0%-25%
NE12 7,2224,69,76,0,35,180,8.09,3.1,0%-25%,3.42,50%-75%,0,0%-25%,1.57,0%-25%
TS24 7,1391,39,46,0,7,92,6.61,2.8,0%-25%,3.31,50%-75%,0,0%-25%,0.5,0%-25%
TS23 3,6342,373,33,2,66,474,7.47,5.88,25%-50%,0.52,0%-25%,0.03,0%-25%,1.04,0%-25%
TS22 5,3953,205,19,1,185,410,10.37,5.19,25%-50%,0.48,0%-25%,0.03,0%-25%,4.68,25%-50%
HG3 2,5029,248,4,1,393,646,12.85,4.93,25%-50%,0.08,0%-25%,0.02,0%-25%,7.81,75%-100%
HG3 3,2231,129,22,0,150,301,13.49,5.78,25%-50%,0.99,0%-25%,0,0%-25%,6.72,50%-75%
DL14 6,5337,171,106,0,55,332,6.22,3.2,0%-25%,1.99,25%-50%,0,0%-25%,1.03,0%-25%
DL14 0,3184,185,47,0,27,259,8.13,5.81,25%-50%,1.48,25%-50%,0,0%-25%,0.85,0%-25%
SR1 2,2136,92,48,0,18,158,7.4,4.31,0%-25%,2.25,25%-50%,0,0%-25%,0.84,0%-25%
TS19 0,6260,175,153,0,38,366,5.85,2.8,0%-25%,2.44,25%-50%,0,0%-25%,0.61,0%-25%
YO1 7,1843,6,22,0,33,61,3.31,0.33,0%-25%,1.19,0%-25%,0,0%-25%,1.79,0%-25%
SR8 2,3680,76,15,0,31,122,3.32,2.07,0%-25%,0.41,0%-25%,0,0%-25%,0.84,0%-25%
NE37 2,3780,276,6,2,45,329,8.7,7.3,25%-50%,0.16,0%-25%,0.05,0%-25%,1.19,0%-25%
DL3 8,3431,105,88,0,43,236,6.88,3.06,0%-25%,2.56,25%-50%,0,0%-25%,1.25,0%-25%
DL15 8,2655,111,5,0,23,139,5.24,4.18,0%-25%,0.19,0%-25%,0,0%-25%,0.87,0%-25%
NE47 8,244,23,1,0,2,26,10.66,9.43,50%-75%,0.41,0%-25%,0,0%-25%,0.82,0%-25%
NE62 5,4641,159,77,0,39,275,5.93,3.43,0%-25%,1.66,25%-50%,0,0%-25%,0.84,0%-25%
TS17 7,1376,18,3,0,20,41,2.98,1.31,0%-25%,0.22,0%-25%,0,0%-25%,1.45,0%-25%
TS6 9,5092,145,13,0,44,202,3.97,2.85,0%-25%,0.26,0%-25%,0,0%-25%,0.86,0%-25%
TS25 1,4510,177,130,1,36,344,7.63,3.92,0%-25%,2.88,50%-75%,0.02,0%-25%,0.8,0%-25%
YO31 8,3365,64,22,0,48,134,3.98,1.9,0%-25%,0.65,0%-25%,0,0%-25%,1.43,0%-25%
NE1 6,837,4,3,0,18,25,2.99,0.48,0%-25%,0.36,0%-25%,0,0%-25%,2.15,0%-25%
NE3 5,3470,89,86,0,65,240,6.92,2.56,0%-25%,2.48,25%-50%,0,0%-25%,1.87,0%-25%
TS10 5,2430,54,6,0,29,89,3.66,2.22,0%-25%,0.25,0%-25%,0,0%-25%,1.19,0%-25%
TS12 2,6098,283,13,1,56,353,5.79,4.64,25%-50%,0.21,0%-25%,0.02,0%-25%,0.92,0%-25%
TS18 1,1775,48,2,0,33,83,4.68,2.7,0%-25%,0.11,0%-25%,0,0%-25%,1.86,0%-25%
TS28 5,2576,67,111,0,36,214,8.31,2.6,0%-25%,4.31,75%-100%,0,0%-25%,1.4,0%-25%
DH6 4,3434,114,101,0,45,260,7.57,3.32,0%-25%,2.94,50%-75%,0,0%-25%,1.31,0%-25%
YO41 1,2647,124,50,0,73,247,9.33,4.68,25%-50%,1.89,25%-50%,0,0%-25%,2.76,25%-50%
YO41 1,2647,124,50,0,73,247,9.33,4.68,25%-50%,1.89,25%-50%,0,0%-25%,2.76,25%-50%
SR4 0,3285,231,5,1,24,261,7.95,7.03,25%-50%,0.15,0%-25%,0.03,0%-25%,0.73,0%-25%
DL9 4,3302,150,65,0,30,245,7.42,4.54,25%-50%,1.97,25%-50%,0,0%-25%,0.91,0%-25%
HG1 5,3093,36,50,0,46,132,4.27,1.16,0%-25%,1.62,25%-50%,0,0%-25%,1.49,0%-25%
DL3 7,2084,30,29,0,22,81,3.89,1.44,0%-25%,1.39,25%-50%,0,0%-25%,1.06,0%-25%
NE26 2,3050,28,1,0,55,84,2.75,0.92,0%-25%,0.03,0%-25%,0,0%-25%,1.8,0%-25%
TS15 9,5113,278,8,2,155,443,8.66,5.44,25%-50%,0.16,0%-25%,0.04,0%-25%,3.03,25%-50%
TS10 1,3990,90,57,0,46,193,4.84,2.26,0%-25%,1.43,25%-50%,0,0%-25%,1.15,0%-25%
NE10 9,4937,79,9,0,32,120,2.43,1.6,0%-25%,0.18,0%-25%,0,0%-25%,0.65,0%-25%
SR8 4,4129,94,11,0,35,140,3.39,2.28,0%-25%,0.27,0%-25%,0,0%-25%,0.85,0%-25%
SR4 9,3002,264,5,2,22,293,9.76,8.79,50%-75%,0.17,0%-25%,0.07,25%-50%,0.73,0%-25%
HG2 9,2573,80,64,0,115,259,10.07,3.11,0%-25%,2.49,25%-50%,0,0%-25%,4.47,25%-50%
HG4 1,3924,115,86,0,93,294,7.49,2.93,0%-25%,2.19,25%-50%,0,0%-25%,2.37,0%-25%
YO19 4,831,39,18,0,21,78,9.39,4.69,25%-50%,2.17,25%-50%,0,0%-25%,2.53,25%-50%
TS18 2,1457,18,0,0,28,46,3.16,1.24,0%-25%,0,0%-25%,0,0%-25%,1.92,0%-25%
NE1 5,793,2,0,0,17,19,2.4,0.25,0%-25%,0,0%-25%,0,0%-25%,2.14,0%-25%
DL10 4,3190,100,3,0,57,160,5.02,3.13,0%-25%,0.09,0%-25%,0,0%-25%,1.79,0%-25%
TS10 3,3335,58,5,0,38,101,3.03,1.74,0%-25%,0.15,0%-25%,0,0%-25%,1.14,0%-25%
TS7 0,2826,156,22,0,44,222,7.86,5.52,25%-50%,0.78,0%-25%,0,0%-25%,1.56,0%-25%
SR1 1,1475,7,16,0,8,31,2.1,0.47,0%-25%,1.08,0%-25%,0,0%-25%,0.54,0%-25%
TS1 5,1901,19,27,0,9,55,2.89,1,0%-25%,1.42,25%-50%,0,0%-25%,0.47,0%-25%
TS19 7,3436,143,62,0,23,228,6.64,4.16,0%-25%,1.8,25%-50%,0,0%-25%,0.67,0%-25%
YO14 0,3164,199,0,1,37,237,7.49,6.29,25%-50%,0,0%-25%,0.03,0%-25%,1.17,0%-25%
YO14 0,3164,199,0,1,37,237,7.49,6.29,25%-50%,0,0%-25%,0.03,0%-25%,1.17,0%-25%
YO32 5,2523,105,16,0,71,192,7.61,4.16,0%-25%,0.63,0%-25%,0,0%-25%,2.81,25%-50%
TS6 8,1233,54,18,0,11,83,6.73,4.38,25%-50%,1.46,25%-50%,0,0%-25%,0.89,0%-25%
YO17 0,21,0,0,0,1,1,4.76,0,0%-25%,0,0%-25%,0,0%-25%,4.76,25%-50%
NE28 2,16,0,0,0,0,0,0,0,0%-25%,0,0%-25%,0,0%-25%,0,0%-25%
YO41 5,1216,70,1,0,39,110,9.05,5.76,25%-50%,0.08,0%-25%,0,0%-25%,3.21,25%-50%
YO30 2,642,33,5,0,15,53,8.26,5.14,25%-50%,0.78,0%-25%,0,0%-25%,2.34,0%-25%
NE13 9,46,8,0,0,2,10,21.74,17.39,75%-100%,0,0%-25%,0,0%-25%,4.35,25%-50%
TS5 4,2191,50,8,0,15,73,3.33,2.28,0%-25%,0.37,0%-25%,0,0%-25%,0.68,0%-25%
SR8 1,2449,133,38,1,19,191,7.8,5.43,25%-50%,1.55,25%-50%,0.04,0%-25%,0.78,0%-25%
S66 7,4698,270,75,1,67,413,8.79,5.75,25%-50%,1.6,25%-50%,0.02,0%-25%,1.43,0%-25%
TS19 9,2261,234,51,2,17,304,13.45,10.35,50%-75%,2.26,25%-50%,0.09,25%-50%,0.75,0%-25%
S64 8,6427,368,201,2,53,624,9.71,5.73,25%-50%,3.13,50%-75%,0.03,0%-25%,0.82,0%-25%
WF11 8,3527,179,11,1,44,235,6.66,5.08,25%-50%,0.31,0%-25%,0.03,0%-25%,1.25,0%-25%
HU12 8,5613,283,4,1,75,363,6.47,5.04,25%-50%,0.07,0%-25%,0.02,0%-25%,1.34,0%-25%
HX2 7,2903,71,13,0,35,119,4.1,2.45,0%-25%,0.45,0%-25%,0,0%-25%,1.21,0%-25%
S1 2,2155,7,11,0,12,30,1.39,0.32,0%-25%,0.51,0%-25%,0,0%-25%,0.56,0%-25%
DN32 0,3202,52,57,0,26,135,4.22,1.62,0%-25%,1.78,25%-50%,0,0%-25%,0.81,0%-25%
YO8 4,2856,15,15,0,53,83,2.91,0.53,0%-25%,0.53,0%-25%,0,0%-25%,1.86,0%-25%
S17 3,3813,165,23,0,149,337,8.84,4.33,0%-25%,0.6,0%-25%,0,0%-25%,3.91,25%-50%
YO8 8,4242,19,12,0,73,104,2.45,0.45,0%-25%,0.28,0%-25%,0,0%-25%,1.72,0%-25%
S62 7,3732,275,71,2,44,392,10.5,7.37,25%-50%,1.9,25%-50%,0.05,0%-25%,1.18,0%-25%
LS10 3,5586,258,18,1,284,561,10.04,4.62,25%-50%,0.32,0%-25%,0.02,0%-25%,5.08,50%-75%
LS26 0,6595,215,39,0,298,552,8.37,3.26,0%-25%,0.59,0%-25%,0,0%-25%,4.52,25%-50%
BD5 7,2058,29,11,0,17,57,2.77,1.41,0%-25%,0.53,0%-25%,0,0%-25%,0.83,0%-25%
DN21 1,6419,236,164,0,96,496,7.73,3.68,0%-25%,2.55,25%-50%,0,0%-25%,1.5,0%-25%
S35 1,3469,121,16,0,364,501,14.44,3.49,0%-25%,0.46,0%-25%,0,0%-25%,10.49,75%-100%
BD15 9,1114,39,5,0,15,59,5.3,3.5,0%-25%,0.45,0%-25%,0,0%-25%,1.35,0%-25%
DN21 3,3540,335,1,1,49,386,10.9,9.46,50%-75%,0.03,0%-25%,0.03,0%-25%,1.38,0%-25%
HX7 8,2088,52,0,0,38,90,4.31,2.49,0%-25%,0,0%-25%,0,0%-25%,1.82,0%-25%
WF8 4,3508,140,42,0,63,245,6.98,3.99,0%-25%,1.2,0%-25%,0,0%-25%,1.8,0%-25%
S6 6,3242,232,70,1,39,342,10.55,7.16,25%-50%,2.16,25%-50%,0.03,0%-25%,1.2,0%-25%
DN3 2,4864,337,14,2,65,418,8.59,6.93,25%-50%,0.29,0%-25%,0.04,0%-25%,1.34,0%-25%
S35 4,3002,131,5,0,324,460,15.32,4.36,25%-50%,0.17,0%-25%,0,0%-25%,10.79,75%-100%
LS28 9,2892,79,27,0,156,262,9.06,2.73,0%-25%,0.93,0%-25%,0,0%-25%,5.39,50%-75%
S9 4,3564,56,89,0,96,241,6.76,1.57,0%-25%,2.5,25%-50%,0,0%-25%,2.69,25%-50%
HX7 7,1402,46,0,0,23,69,4.92,3.28,0%-25%,0,0%-25%,0,0%-25%,1.64,0%-25%
S75 4,2337,161,26,0,43,230,9.84,6.89,25%-50%,1.11,0%-25%,0,0%-25%,1.84,0%-25%
S13 7,4691,153,92,0,34,279,5.95,3.26,0%-25%,1.96,25%-50%,0,0%-25%,0.72,0%-25%
YO8 7,551,2,5,0,8,15,2.72,0.36,0%-25%,0.91,0%-25%,0,0%-25%,1.45,0%-25%
LS16 8,1571,66,0,0,72,138,8.78,4.2,0%-25%,0,0%-25%,0,0%-25%,4.58,25%-50%
HX1 4,2812,41,21,0,37,99,3.52,1.46,0%-25%,0.75,0%-25%,0,0%-25%,1.32,0%-25%
HX3 9,3594,59,26,0,49,134,3.73,1.64,0%-25%,0.72,0%-25%,0,0%-25%,1.36,0%-25%
DN14 8,2413,210,42,1,29,282,11.69,8.7,50%-75%,1.74,25%-50%,0.04,0%-25%,1.2,0%-25%
DN17 4,3123,330,0,2,35,367,11.75,10.57,50%-75%,0,0%-25%,0.06,25%-50%,1.12,0%-25%
LS11 5,3290,25,3,0,178,206,6.26,0.76,0%-25%,0.09,0%-25%,0,0%-25%,5.41,50%-75%
BD21 3,1854,6,6,0,18,30,1.62,0.32,0%-25%,0.32,0%-25%,0,0%-25%,0.97,0%-25%
BD11 1,2682,64,30,0,95,189,7.05,2.39,0%-25%,1.12,0%-25%,0,0%-25%,3.54,25%-50%
HU17 8,5443,229,101,0,112,442,8.12,4.21,0%-25%,1.86,25%-50%,0,0%-25%,2.06,0%-25%
WF17 0,3446,179,122,0,43,344,9.98,5.19,25%-50%,3.54,50%-75%,0,0%-25%,1.25,0%-25%
HD7 6,2039,54,34,0,36,124,6.08,2.65,0%-25%,1.67,25%-50%,0,0%-25%,1.77,0%-25%
HU5 1,2844,60,2,0,15,77,2.71,2.11,0%-25%,0.07,0%-25%,0,0%-25%,0.53,0%-25%
BD20 6,3236,99,1,0,78,178,5.5,3.06,0%-25%,0.03,0%-25%,0,0%-25%,2.41,0%-25%
BD17 7,2625,27,29,0,58,114,4.34,1.03,0%-25%,1.1,0%-25%,0,0%-25%,2.21,0%-25%
BD23 1,3282,100,19,0,58,177,5.39,3.05,0%-25%,0.58,0%-25%,0,0%-25%,1.77,0%-25%
BD21 1,2680,17,14,0,30,61,2.28,0.63,0%-25%,0.52,0%-25%,0,0%-25%,1.12,0%-25%
DN20 9,2960,273,0,2,58,333,11.25,9.22,50%-75%,0,0%-25%,0.07,25%-50%,1.96,0%-25%
LS14 1,3907,135,81,0,126,342,8.75,3.46,0%-25%,2.07,25%-50%,0,0%-25%,3.22,25%-50%
WF7 6,3115,151,52,0,49,252,8.09,4.85,25%-50%,1.67,25%-50%,0,0%-25%,1.57,0%-25%
LS25 1,3839,119,88,0,176,383,9.98,3.1,0%-25%,2.29,25%-50%,0,0%-25%,4.58,25%-50%
S64 5,1445,44,16,0,11,71,4.91,3.04,0%-25%,1.11,0%-25%,0,0%-25%,0.76,0%-25%
LS27 8,5665,251,8,1,317,577,10.19,4.43,25%-50%,0.14,0%-25%,0.02,0%-25%,5.6,50%-75%
HX2 0,4001,95,24,0,52,171,4.27,2.37,0%-25%,0.6,0%-25%,0,0%-25%,1.3,0%-25%
S63 6,4203,180,89,0,69,338,8.04,4.28,0%-25%,2.12,25%-50%,0,0%-25%,1.64,0%-25%
BD17 6,3169,80,16,0,73,169,5.33,2.52,0%-25%,0.5,0%-25%,0,0%-25%,2.3,0%-25%
S63 0,4497,261,23,2,72,358,7.96,5.8,25%-50%,0.51,0%-25%,0.04,0%-25%,1.6,0%-25%
S4 7,2660,62,22,0,107,191,7.18,2.33,0%-25%,0.83,0%-25%,0,0%-25%,4.02,25%-50%
HD6 1,2223,31,17,0,26,74,3.33,1.39,0%-25%,0.76,0%-25%,0,0%-25%,1.17,0%-25%
